Exp ID,Index,Original,Reference,LM Output
M-7,843,Instructional DVDs are free to borrow for 3 weeks and if you are visually impaired you may borrow CDs and DVDs free of charge.,"Instructional DVDs are free to borrow for 3 weeks. If you have vision problems, you can borrow CDs and DVDs for free.","Instructional DVDs can be borrowed for free for 3 weeks. If you are visually impaired, you can borrow CDs and DVDs for free."
M-7,844,"Our energy partner, The Energy Helpline, then runs an online energy auction with UK energy suppliers to bid for your custom by offering their cheapest and best tariff.","Our energy partner, The Energy Helpline, then runs an online energy auction with UK energy suppliers. This is done to bid for your custom. They offer their cheapest and best price.","Our energy partner, The Energy Helpline, runs an online energy auction where UK energy suppliers bid for your custom by offering their cheapest and best tariff."
M-7,845,We have not yet appointed contractors for many of the projects and so at this stage cannot give customers start dates for the work.,We have not yet hired workers for many of the projects so are unable at this stage to provide customers with start dates for the work.,"We have not yet appointed contractors for many of the projects, so we cannot give start dates to customers at this stage."
M-7,846,"To view the current position regarding public rights of way review work, including claimed paths, see our Definitive Map Review Work and Registers document.",To view the current position about public rights of way review work see our Definitive Map Review Work and Registers document. The document includes information about  claimed paths.,"To view the current status of public rights of way review work, including claimed paths, see our document titled ""Definitive Map Review Work and Registers."""
M-7,847,"A forced marriage is defined as ‘ a marriage conducted without the valid consent of one or both parties, where duress is a factor ’.","A forced marriage means ‘a marriage performed without the true consent of one or both parties, where force is a factor’.","A forced marriage is defined as a marriage where one or both parties do not give valid consent, and duress is involved."
M-7,848,The protocol information is given for the assistance of organisers of functions to be attended by the Lord Mayor and the Lord Mayor ’ s Consort.,The protocol information is given for the help of organisers of functions to be participated by the Lord Mayor and the Lord Mayor’s Consort.,The protocol information is provided to help organize events where the Lord Mayor and the Lord Mayor's Consort will attend.
M-7,849,"If you receive any correspondence (including letters, text messages and emails) from us about non-payment of your Council Tax, do not ignore it!","If we contact you about non-payment of your Council Tax, do not ignore it!  You may be contacted by letter, text message or email.","If you receive any letters, text messages, or emails from us about non-payment of your Council Tax, do not ignore them!"
M-7,850,"The sessions are designed to be learner led, and there is a strong emphasis placed on choice, therefore allowing Forest Schoolers to take ownership of their own learning, guided along the way by Level 3 qualified Leaders.","Because the sessions are designed to be learner led,forest Schoolers are allowed to take charge of their own learning, guided along the way by Level 3 qualified Leaders .","The sessions are designed to be led by the learners. There is a strong emphasis on choice, which lets Forest Schoolers take ownership of their learning. Level 3 qualified Leaders guide them along the way."
M-7,851,We anticipate this archive will help those who visit it to form their own views and develop their understanding of the tragedy.,We anticipate this archive will help people to form their own opinions and develop their understanding of the tragedy.,We expect this archive to help visitors form their own views and deepen their understanding of the tragedy.
M-7,852,"We are required to provide particular sets of data to the Minister for the Cabinet Office for data matching, which involves comparing computer records held by one body against other computer records held by the same or another body to see how far they match, which is usually personal information.",We need to provide particular sets of data to the Minister for the Cabinet Office for data matching. This data matching involves comparing computer records against each other to see how far they match/ This is usually personal information.,"We are required to provide specific sets of data to the Minister for the Cabinet Office for data matching. This process involves comparing computer records from one body to those from the same or another body to see how well they match. Usually, this personal information includes details like names, addresses, and dates of birth."
M-7,853,"As landowner we favour uses that are in alignment with planning policy, but no formal advice has been produced for the site.","As landowner we prefer land uses that comply with planning policy, but no formal advice has been produced for this site.",We prefer uses that match planning policy. No formal advice has been created for the site.
M-7,854,You may find it helpful at this stage to have a copy of the full statement of the centre or school Complaints Procedure as this explains in detail what procedures are followed.,You may find it helpful at this time to have a copy of the full statement of the centre or school Complaints Procedure. These documents explains in detail what actions are followed.,You may find it helpful to have a copy of the full Complaints Procedure from the center or school. This document details the steps followed in handling complaints.
M-7,855,"We are committed to recruiting a talented workforce that reflects the diversity of the community we serve as set out in our Equality, Diversity and Inclusion Policy, we're welcoming diversity.",We are committed to recruiting a talented worker that encourages the diversity of the community we serve.,"We are committed to hiring a diverse workforce that reflects the community we serve, as outlined in our Equality, Diversity and Inclusion Policy. We welcome diversity."
M-7,856,"If your child is in hospital, wherever possible they will be supported to continue with their education through our team of teachers.","If your child is in hospital, our team of teachers can help them. They will continue to educate the child if possible.","If your child is in the hospital, they will be helped to continue their education whenever possible, using our team of teachers."
M-7,857,"The Act puts in place an improved, more comprehensive structure of gambling regulation, and creates a new independent regulatory body, the Gambling Commission.","The Act puts in place an improved, more complete structure of gambling regulation, and creates a new independent regulatory body, the Gambling Commission.",The Act establishes a better and more complete system for gambling regulation. It also creates a new independent regulatory body called the Gambling Commission.
M-7,858,"For most tenancies, the new landlord has to give you a written notice that the property has been sold, and it must give his name and address.","Generally for tenancies, the new landlord must give you a written notice that the property has been sold, with their name and address.","For most tenancies, the new landlord needs to provide a written notice about the property being sold. This notice should include their name and address."
M-7,859,By the mid-1850s he was receiving commissions for decorative schemes such as the sixty foot frieze for the Sheffield Mechanics ’ Institute and for interiors of houses commissioned by some of Sheffield ’ s leading citizens.,By the mid-1850s he was being paid to decorate buildings.  He created the 60 feet frieze for the Sheffield Mechanics' Institute.  He was also paid to decorate houses owned by some of Sheffield's most important citizens.,"By the mid-1850s, he was getting paid to create decorative designs, like a 60-foot frieze for the Sheffield Mechanics' Institute, and for the inside decorations of homes for some important people in Sheffield."
M-7,860,"The Pet Advisory Committee suggest setting aside a designated area for your garden, using a command word before they go to the toilet and praising them when finished.",The Pet Advisory Committee suggests separating a special area in your garden. The use a command word to initiate toileting and congratulate them when they have finished.,The Pet Advisory Committee suggests setting aside a designated area in your garden. Use a command word before your pet goes to the toilet. Praise your pet when they finish.
M-7,861,"If you are made to leave unlawfully, you could also apply for damages and / or an injunction to get back in through the civil courts.","If you are made to leave unlawfully, you could also apply for compensation and/or an injunction to get back in. You can make this application through the civil courts.","If you are forced to leave unlawfully, you can apply for damages or an injunction to re-enter through civil courts."
M-7,862,"Carers are people who provide support or who look after a family member, partner or friend who needs help because of their age, physical or mental illness, or disability.","People may need help and support because of their age, physical or mental illness, or disability. Carers are people who give this support to a family member, partner or friend.","Carers are individuals who support a family member, partner, or friend who requires assistance due to age, illness, or disability."
M-7,863,"This states: the identity of the deceased; the medical cause of death; the time, place and circumstances at or in which the injury was sustained; and the conclusion as to the death.","This shows who the dead person is, why they died, when they died, where they died, the situation of the injury, and the overall reason for the death.","This states: the deceased's identity; the medical cause of death; when, where, and how the injury occurred; and the conclusion about the death."
M-7,864,"Nevertheless, it continues to be an active business area with the renaissance of the city development offering opportunities for substantial transformation and improvement.","In any case, it is still an active business area with the reappearance of the city development that offers opportunities for large transformation and improvement.","Nevertheless, it remains an active business area. The city's redevelopment offers opportunities for significant transformation and improvement."
M-7,865,Not every house that is occupied on 3 storeys by 5 or more people requires a licence so may not appear on our list of licensed houses.,"Not every house( occupied on 3 storeys by 5 or more people) requires a licence, so it may not appear on our list of licensed houses.",Not every house occupied by five or more people on three storeys needs a license and therefore might not appear on our list of licensed houses.
M-7,866,"They can also take part in the Sheffield Children ’ s Book Awards, including receiving free packs of the shortlisted books and attending the ceremony.",They can also take part in the Sheffield Children’s Book Awards. This includes receiving free packs of the shortlisted books and going to the ceremony.,They can participate in the Sheffield Children's Book Awards. They can receive free packs of the shortlisted books and attend the ceremony.
M-7,867,As a final step you can take your complaint to the Local Government Ombudsman (LGO) The LGO is an independent body who investigates complaints about councils.,As a final step you can take your complaint to the Local Government Ombudsman (LGO). The LGO is an independent institution which investigates complaints about councils.,"As a final step, you can take your complaint to the Local Government Ombudsman (LGO). The LGO is an independent body that investigates complaints about councils."
M-7,868,Any objections for September 2017 must be made before 15 May 2016 - you will need to contact the office of the schools adjudicator.,Objections for September 2017 must be made before the deadline on the 15th of May 2016. You will need to contact the school's judge's office.,Any objections for September 2017 must be made before 15 May 2016. Contact the school's adjudicator's office to do this.
M-7,869,We work closely with our partners and other private and public sector organisations in Sheffield to ensure that we deliver effectively the needs of our customers.,We work together with partners in both the private and public sector in Sheffield to make sure that we can meet the demands of our customers,We work closely with partners and organizations in Sheffield to effectively meet our customers' needs.
M-7,870,"There may be legal reasons why we cannot disclose CCTV footage to you, for example where third parties may be identified from the footage.",There may be legal reasons why we cannot give up CCTV footage to you. One example would be where others may be identified from the footage.,"There may be legal reasons we cannot show you the CCTV footage, such as if third parties could be identified in it."
M-7,871,"If the tenancy was entered into after 28th February 1997, and either: the landlord serves a notice on the tenant, saying the tenancy is not an Assured Shorthold Tenancy; or the tenancy agreement says that the tenancy is not an Assured Shorthold.","If the tenancy was occupied after 28th February 1997, and either: the landlord gives notice to the tenant. He should say that the tenancy is not an Assured Shorthold Tenancy; or the tenancy agreement says that the tenancy is not an Assured Shorthold.","If the tenancy was started after February 28th, 1997, and either the landlord tells the tenant that the tenancy is not an Assured Shorthold Tenancy, or the agreement states that it is not an Assured Shorthold Tenancy, then these conditions apply."
M-7,872,"Where there are no local councils, CIL Regulation 59F requires us to use 15% of CIL to “support the development of the relevant area ”.","Where there are no local councils, CIL Regulation 59F requires us to use 15% of CIL to “support the growth of the relevant area”","When there are no local councils, CIL Regulation 59F requires us to use 15% of the CIL to support the development of the relevant area."
M-7,873,"The conservation area is primarily along the junctions of three roads which pass through the village, Church Street / Town End Road; an ancient cross Pennine route linking Ecclesfield to the neighbouring parish of Bradfield, and Stocks Hill / Yew Lane and St Mary's Lane / High Street.",There is a protected area. This area is along the junctions of three roads. These  junctions pass through the village. One junction is between Church Street and Town End Road. This is an old route across the Pennines. It links Ecclesfield to Bradfield. Bradfield is the next parish. Another junction is between Stocks Hill and Yew Lane. The third junction is between St Mary's Lane and the High Street.,"The conservation area is mainly located at the junctions of three roads that pass through the village: Church Street and Town End Road; an ancient cross Pennine route connecting Ecclesfield to the neighboring parish of Bradfield; and Stocks Hill and Yew Lane, as well as St Mary's Lane and High Street."
M-7,874,The scheme will involve improved defences at over 50 works locations along an 8km stretch of the River Don between the Wicker and the Blackburn Brook at the M1.,The programme will involve better defences at over 50 maintenance locations between the Wicker and the Blackburn Brook at the M1.,The scheme will improve defenses at over 50 work locations along an 8 km stretch of the River Don between the Wicker and Blackburn Brook near the M1.
M-7,875,You can appeal parking and bus lane fines within 28 days (it takes 24 hours before the issued tickets and their details are displayed in the system).,It takes 24 hours before the issued tickets and their details are displayed in the system. You can complain about parking and bus lane fines within 28 days.,You can appeal parking and bus lane fines within 28 days. It takes 24 hours for the tickets and their details to appear in the system.
M-7,876,They have been used in establishing what heights; scale and massing may be acceptable before detailed designs are developed as part of a planning application.,"As part of a planning application we will develop detailed designs, based on what heights, scale and assembling are acceptable.","They have been used to determine acceptable heights, scale, and massing before developing detailed designs as part of a planning application."
M-7,877,"If you live in a flat, maisonette or tower block, many large blocks of flats and maisonettes have a dry store facility in which you can place your unwanted bulky items.",You may use the dry store facility located on flats and maisonettes for unwanted large items.,"If you live in a flat, maisonette, or tower block, many large apartment buildings have a dry store facility where you can keep your unwanted bulky items."
M-7,878,"If sites have a significant local ecological impact, the applicant will be required to submit a Biodiversity survey and report.","Some sites have a significant local environmental impact. In this case, the applicant will have to submit a Biodiversity survey and report.","If a site has a significant local ecological impact, the applicant will need to submit a Biodiversity survey and report."
M-7,879,"We appropriately, fairly and lawfully collect, store and process personal information so that we can provide you with services you need.","We  collect, store and process personal information so that we can give you the services you need.","We collect, store, and process your personal information appropriately, fairly, and legally to provide you with the services you need."
M-7,880,"The installation should take no longer than half a day, although the contractor may need to return for commissioning purposes.",The installation should only take half a day. The contractor may need to return for commissioning purposes.,"The installation should take no longer than half a day. However, the contractor may need to return later for commissioning purposes."
M-7,881,"All of the aspects of our monitoring relate to the CQC ’ s 5 key questions: safe, effective, caring, responsive and well-led.","Our monitoring aims to be safe, effective, caring, responsive and well-led. These are the CQC’s 5 key questions.","All of our monitoring aspects relate to the CQC's 5 key questions: safe, effective, caring, responsive, and well-led."
M-7,882,You must submit a detailed application about the problems you are experiencing at the premises and copies of the application must be served on the premises licence holder and all the responsible authorities.,You must submit a detailed application about the problems you are having at the premises. Copies of the application must be given on the premises licence holder. Copies of the application must be given on all the responsible authorities.,You must provide a detailed application about the problems you are experiencing at the premises. You also need to give copies of the application to the premises licence holder and all responsible authorities.
M-7,883,You can also access our training if you are an Individual Employer (IE) employing a Personal Assistant (PA) to help you meet your care and support needs.,You can also access our training if you are an Individual Employer (IE) employing a Personal Assistant (PA) to help you archive your care and support needs.,You can also access our training if you are an Individual Employer using a Personal Assistant.
M-7,884,"Stocksbridge Town Council covers 3 areas, namely Stocksbridge, Deepcar and Bolsterstone and is part of the Stocksbridge and Upper Don Ward.","Stocksbridge Town Council covers 3 areas, which are Stocksbridge, Deepcar and Bolsterstone. Stocksbridge Town Council is part of the Stocksbridge and Upper Don Ward.","Stocksbridge Town Council covers three areas: Stocksbridge, Deepcar, and Bolsterstone. It is part of the Stocksbridge and Upper Don Ward."
M-7,885,"It will be nationally and internationally recognised as a mixed, modern and dynamic commercial area, benefiting from well-designed and well-integrated infrastructure which inspires indigenous business growth and attracts inward investment.","It will be nationally and internationally recognised as a mixed, modern and dynamic commercial area. It will benefit from well designed and integrated infrastructure. This inspires local business growth and attracts inward investment.","It will be recognized both nationally and internationally as a mixed, modern, and dynamic commercial area. The area will have well-designed and well-integrated infrastructure. This infrastructure will encourage the growth of local businesses and attract investments from outside."
M-7,886,"Temporary diversions and closures cost the applicant between £900 and £2,000 and permanent diversions are likely to cost the applicant around £4,900 plus VAT.","Temporary diversions and closures cost the person who has applied between £900 and £2,000. Permanent diversions are likely to cost the person who has applied around £4,900 plus value added tax.","Temporary diversions and closures cost around £900 to £2,000. Permanent diversions are likely to cost about £4,900 plus VAT."
M-7,887,Planning applications should also be accompanied by a signed declaration that the equipment and installation has been designed to be in full compliance with the requirements of the radio frequency (RF) public exposure guidelines of the International Commission on Non-Ionizing Radiation Protection (ICNIRP).,Planning requests need an accompanying signed declaration that equipment and setting up is in full agreement of the radio frequency (RF) public exposure guidelines.,"When submitting planning applications, you should also include a signed declaration stating that the equipment and installation meet all the requirements of the radio frequency (RF) public exposure guidelines set by the International Commission on Non-Ionizing Radiation Protection (ICNIRP)."
M-7,888,We produce a quarterly ‘ Sheffield Adult Social Care Provider Bulletin ’ highlighting the latest Sheffield commissioning plans as well as health and social care issues affecting local providers.,We produce a quarterly ‘Sheffield Adult Social Care Provider Bulletin’ highlighting the latest issues affecting local providers.,We create a quarterly 'Sheffield Adult Social Care Provider Bulletin'. It highlights the latest Sheffield commissioning plans and issues related to health and social care for local providers.
M-7,889,The document below lists the main sources at Sheffield Archives & Local Studies which can be used to investigate the history of HMS Sheffield.,The document below lists the main sources at Sheffield Archives & Local Studies and these can be used to look into the history of HMS Sheffie.,The document below lists the main sources at Sheffield Archives & Local Studies for investigating the history of HMS Sheffield.
M-7,890,Letterbox Service which is a confidential service to facilitate the exchange of letters between adopters and birth families.,Letterbox Service (a private service allowing exchange of letters between adopters and birth families),Letterbox Service is a confidential way to help adopters and birth families exchange letters.
M-7,891,"The conditions attached to a site licence will normally relate to the internal arrangement of the site and its facilities, but a licence may not be granted unless the site also has the benefit of planning permission.","The conditions attached to a site licence will normally be linked to the internal arrangement of the site and its facilities, However, a licence may not be given if the site also had no benefit of planning permission.","The conditions for a site licence usually involve how the site is arranged and its facilities. However, a licence will not be granted unless the site also has planning permission."
M-7,892,You can expect to have regular meetings which are a chance for you to talk through any problems and share information about children in your care.,You will have regular meetings to talk about children in your care.,"You can expect to have regular meetings. In these meetings, you will have the chance to discuss any problems and share information about the children in your care."
M-7,893,"Through the partnering arrangement, we provide the checking service for approval of applications for work being carried out anywhere in England and our LABC partner local authority will work with you to provide site inspections through to completion of your project.","Through the partnering arrangement, we provide a checking service for the approval of applications for work being carried out anywhere in England. Our LABC partner local authority will also work with you to provide site inspections from the beginning through to the completion of your project.","Through the partnering arrangement, we offer a checking service for approving work applications across England. Our LABC partner local authority will assist you with site inspections until your project is completed."
M-7,894,"Penistone Road is an important corridor in Sheffield, in terms of its significant investment, transport and leisure roles as well as serving the communities around it.","Penistone Road's significant investment, transport and leisure roles make it an important street in Sheffield, serving the communities around it.","Penistone Road is important in Sheffield for investments, transportation, and leisure. It also serves the nearby communities."
M-7,895,"The Peace Gardens are an award winning public space situated along Pinstone Street, near the Winter Garden and within walking distance of the Millennium Galleries.","The award-winning Peace gardens are located the Winter Garden and within walking distance of the Milleniumn Galleries, and are a public space.",The Peace Gardens are a public space located along Pinstone Street. They are near the Winter Garden and close to the Millennium Galleries. They have won an award.
M-7,896,"That suitable food, drink and bedding materials will be provided and that the animals are exercised and visited regularly.","Food, drink, and bedding materials will be provided to the animals and they are exercised and visited regularly.","Suitable food, drink, and bedding will be provided, and the animals will be exercised and visited regularly."
M-7,897,"It has been designated as a 'best practice guide' in Sheffield, for use in the development and evaluation of residential development proposals using the Building for Life model.","It is a 'best practice guide' in Sheffield, for use in the development and evaluation of residential development proposals using the 'Building for Life' model.",It has been chosen as a 'best practice guide' in Sheffield. This guide is used to help develop and assess residential projects that follow the Building for Life model.
M-7,898,We believe that the additional capacity provided by Local Leaders of Governance (LLGs) in their work with Sheffield governing boards will further accelerate school improvement in the city.,We think the further help given by Local Leaders of Governance (LLSs) in their work with Sheffield governing boards will increase school improvement in the city.,We think that the extra help from Local Leaders of Governance will speed up school improvements in Sheffield.
M-7,899,"Of course, this does not mean that in every case they will come round to your point of view but it will help both you and the centre or school to understand both sides of the question.","Of course, this does not mean that in every case they will agree with your point of view; but it will help both you and the centre or school to understand both sides of the question.","Of course, they may not always agree with your point of view. However, it will help both you and the center or school to understand both sides of the question."
M-7,900,The report is based around the following 4 visions that are considered by the Green Commission to be deliverable for the people of Sheffield in the medium term.,We based this report around these 4 ideas. The Green Commission think that we can complete these plans for the people of Sheffield quite soon.,The report focuses on four visions that the Green Commission believes can be achieved for Sheffield's people in the medium term.
M-7,901,Improving Access to Psychological Therapies Service (IAPT) provides access to psychological therapies for people suffering from mild to moderate depression and anxiety.,"The ""Improving Access to Psychological Therapies Service"" (IAPT) gives access to treatments for people suffering from depression and anxiety.",IAPT provides access to psychological therapies for people with mild to moderate depression and anxiety.
M-7,902,Abandonment notices are notices landlords sometimes put on the door of a property they believe to have been abandoned by the tenant.,Abandonment notices are notices landlords sometimes put on the door of a property they believe have been abandoned by the tenant.,Landlords sometimes put abandonment notices on properties they think tenants have left.
M-7,903,Further information on the role of the Forum can be found in the Education Funding Agency ’ s Schools forum: a guide for schools and academies.,You can find out more about what the Forum does in the Education Funding Agency's Schools forum: a guide for schools and academies,Further information about the Forum's role can be found in the Education Funding Agency's Schools forum guide for schools and academies.
M-7,904,This allows us and utility companies to coordinate highway works with the aim of minimising disruption and ensuring public safety.,"This allows us and utility companies to carry out highway works with the minimum possible disruption, as well as ensuring public safety.",This helps us and utility companies plan highway works together. The goal is to reduce disruptions and guarantee public safety.
M-7,905,After a period of public consultation a conservation area appraisal and management proposals document was adopted on the 3rd March 2008.,A conservation area appraisal and management proposals document was put in place on the 3rd March 2008 after a period of asking the public.,"After public consultation, a document for managing the conservation area was adopted on March 3, 2008."
M-7,906,"We ’ ll help you to organise your support, and we ’ ll review your Care and Support Plan regularly to make sure your support is helping you to remain independent, safe and well.","We will help you to sort out your support, and we will review your Care and Support Plan regularly to make sure that this is helping you to remain independent, safe and well.","We will organize your support and review your Care and Support Plan regularly to ensure it helps you stay independent, safe, and well."
M-7,907,"Using an inventory, which you go through and check with the tenant, should also encourage a tenant to look after the things which are provided as part of the tenancy.","You chould provide a list of items included with the tenancy, and check it with the tennant.  The tenant should be encouraged to take care of these items.","Using an inventory, where you check with the tenant, can help encourage them to take care of the items provided during their tenancy."
M-7,908,Under the South Yorkshire Act an application is required to erect a retaining wall that retains earth or material not less than 1.5m and not forming part of a permanent building.,"Under the South Yorkshire Act, you must make an application to build a retaining wall of 1.5m or above in height that is not part of a permanent building. This applies whether the wall is made of earth or other materials.","Under the South Yorkshire Act, an application is needed to build a retaining wall that holds back at least 1.5 meters of earth or materials, which are not part of a permanent building."
M-7,909,We have a duty in Law to ensure that parents / carers are making sure that their child is receiving a suitable education.,We have legal obligation to ensure that parents/carers are making sure their child is being given a good education.,We must ensure that parents or carers provide a suitable education for their child according to the law.
M-7,910,Although the original Borough covered a large area it included considerable areas that were unsuitable for development and already the population was expanding into the surrounding districts.,"Although the original Borough covered a large area, it included major places that were unsuitable for development and already the population was expanding into nearby areas.","Although the original Borough was large, it included many unsuitable areas. The population was also growing into nearby districts."
M-7,911,"You should be able to show what the issues are, that you have highlighted concerns to parents / carers and what has been tried.","You need to show what the problems are, that you have raised concerns to parents/carers and what has been tried.","You should be able to demonstrate the issues, inform the parents or carers about your concerns, and show what actions have been taken."
M-7,912,"The Sites and Monuments Record (SMR) holds information on all the known archaeological sites in Barnsley, Doncaster, Rotherham and Sheffield.","The Sites and Monuments Record (SMR) holds information on known archaeological areas in Barnsley, Doncaster, Rotherham and Sheffield.","The SMR records information about all known archaeological sites in Barnsley, Doncaster, Rotherham, and Sheffield."
M-7,913,"In all cases where archaeological remains are possible, it is likely we will recommend that at least a desk-based assessment is prepared by a professional archaeological contractor (we are archaeological advisors and do not undertake commercial archaeological work).","Where archaeological remains are possible, we might recommend a desk-based assessment. This will be done by a professional archaeological contractor because we are advisors and do not do commercial work ourselves.","If there is any possibility of archaeological remains, we will likely recommend that a professional archaeological contractor prepare a desk-based assessment. As archaeological advisors, we do not perform commercial archaeological work."
M-7,914,Talk to the licensee or certificate holder to determine whether there are any steps they may be willing to take to rectify the situation.,Please talk to the licensee or certificate holder to determine whether there are any steps needed to amend the situation,Talk to the licensee or certificate holder. They may be willing to take steps to fix the situation.
M-7,915,"All elements of the transaction from the initial ordering to the invoicing and payment can be carried out electronically via email, fax and web in order to streamline processes and reduce costs.","All parts of the transaction can be done electronically via email, fax and web to speed up processes and reduce costs. All parts of the transaction involve from the initial ordering to the invoicing and payment.","All aspects of the transaction, from ordering to invoicing and payment, can be done electronically via email, fax, and the web. This helps to streamline processes and reduce costs."
M-7,916,This is more likely if you have been in a longer-term relationship and there are children of that relationship that will be living with you.,This is more likely if you have been in a longer-term relationship and have children from that relationship who will be living with you.,This is more likely if you have been in a long-term relationship and have children from that relationship living with you.
M-7,917,"As well as Planning for emergencies we also have to ensure that the Council can continue to deliver its key services during an incident, no matter how large or small.","As well as Planning for emergencies we also have to ensure that the Council can continue to perform its key services during an incident, no matter how major or minor.","We need to plan for emergencies and ensure that the Council can keep providing its key services, regardless of the incident's size."
M-7,918,"The Community Infrastructure Levy (CIL) is a planning charge, introduced by the Planning Act 2008 as a tool for local authorities in England and Wales to help deliver infrastructure to support the development of their area.","The Community Infrastructure Levy (CIL) is a planning charge, from the Planning Act 2008. Local authorities in England and Wales use it to help deliver buildings and services in their area.",The Community Infrastructure Levy (CIL) is a planning charge introduced in 2008 by the Planning Act. It helps local authorities in England and Wales fund the infrastructure needed to support the development of their areas.
M-7,919,"For example we can recommend a more suitable payment method, change the date of your payment or give you advice on claiming benefits or allowances that you may be entitled to.","For example, we can recommend a different payment method or change the date of your payment.  We can also advise you on claiming benefits or allowances for which you may qualify.","We can recommend a better payment method, change your payment date, or advise you on claiming benefits or allowances you might be entitled to."
M-7,920,"The HR Learning and Development Service has a wide range of training available to those who work in social care organisations from the independent, private and voluntary sector.","The HR Learning and Development Service has a wide range of training available. Training is available to those who work in social care. It is also available to those from the independent, private and voluntary areas. *","The HR Learning and Development Service offers various training programs for people who work in social care organizations, including those from independent, private, and voluntary sectors."
M-7,921,"The Act 2013 also specifies that a licence will be issued by the local authority in whose area a scrap metal site is situated, or (in respect of a mobile collector) in the area that the collector operates.",The law says that a council should license any local scrap metal sites and areas where a mobile scrap metal collector works.,"The Act 2013 states that a licence will be issued by the local authority in the area where the scrap metal site is located. For a mobile collector, the licence will be issued by the local authority in the area where the collector operates."
M-7,922,"Landlords can amend the model agreement to suit the particular tenancy, but any additional clauses should be lawful and fair.","Landlords can change the example agreement to suit the tenacy, providing additions are lawful and fair.","Landlords can change the model agreement to fit their specific tenancy needs. However, any extra clauses they add should be legal and fair."
M-7,923,"Our short history of Sheffield covers: the castle and the manor, the industrial revolution, the rise of the steel city, the First and Second World Wars and Sheffield ’ s recent history.","Our short history of Sheffield covers; the castle and the manor, the industrial revolution, the rise of the steel city, the First and Second World Wars and recent history.","Our brief history of Sheffield includes the castle and manor, the industrial revolution, the rise of the steel city, the First and Second World Wars, and recent history."
M-7,924,"When returning a seized vehicle, which had been retained during an investigation or prosecution, the owner will be notified and will be given 10 working days to collect the vehicle, before it is sold or destroyed.","When returning a vehicle which has been confiscated and kept during an investigation or prosecution, the owner will be told and given 10 working days to collect it. If it is not collected within 10 days it will be sold or destroyed.","When returning a seized vehicle, the owner will be notified. They will have 10 working days to collect the vehicle. If not collected within this time, the vehicle may be sold or destroyed."
M-7,925,"Part IIA of the Environmental protection Act 1990 deals with land, which in its current use, has the potential to cause significant harm.",Part 11A of the Environmental Protection Act 1990 deals with potentially harmful uses of land.,Part IIA of the Environmental Protection Act 1990 covers land that could cause significant harm due to its current use.
M-7,926,"Sheffield City Council offer a range of support for those with disabilities including travel and transport permits, grants and relief.","Sheffield City Council offer a range of support for those with disabilities including travel and transport permits, grants and support. *","Sheffield City Council offers support for people with disabilities, which includes travel and transport permits, grants, and relief."
M-7,927,If you look at the image below on the left permit holders are not allowed to park between 9am and 5pm Monday to Saturday as pay and display restrictions apply during those hours.,"If you look at the image below on the left, permit holders are not allowed to park between 9am and 5pm Monday to Saturday because pay and display restrictions apply at these times","On the left, you can see an image. Between 9am and 5pm on Monday to Saturday, permit holders are not allowed to park there because pay and display restrictions apply during these hours."
M-7,928,"If you are unable to make payment immediately, call our staff to discuss any financial problems that you may have and in many cases we are able to agree alternative payment arrangements.","If you cannot pay immediately, call our staff to discuss any financial problems that you may have. In many cases, we can allow for different ways of payment.","If you cannot make the payment right away, call our staff to talk about any financial problems you're facing. In many cases, we can agree on alternative payment arrangements."
M-7,929,"The West Bar Interim Planning Guidance (West Bar IPG) was adopted at City Centre, South and East Planning Board (30 May 2006) and Cabinet (12 July 2006) as a material consideration in determining planning applications for this City Centre site.","The West Bar Interim Planning Guidance (West Bar IPG) was adopted at City Centre, South and East Planning Board (30 May 2006) and Cabinet (12 July 2006) as a material consideration in the proccessing of planning applications for this City Centre site.","The West Bar IPG was adopted on May 30, 2006, at the City Centre, South, and East Planning Board. It was also approved on July 12, 2006, by Cabinet. This guidance is considered when deciding planning applications for the City Centre site."
M-7,930,Providing care is an integral part of life and many people have told us through consultation they want to care but it is not always easy.,"Through consultaion with carers, we know that care is often integrated with everyday life, but is not always easy to do this.","Providing care is important in life. Many people have said they want to care for others, but it isn't always easy."
M-7,931,If you are reporting a change in earnings and are paid weekly you must send us your most recent 5 wage slips; if you are paid fortnightly you must send us your most recent 3 wage slips; if you are paid monthly you must send us your most recent 2 wage slips.,If your earnings change and you are paid once a week you must send us your most recent 5 pay checks; if you are paid every 2 weeks you must send us your recent 3 pay checks; if you are paid once a month you must send us your most recent 2 pay checks.,"If you are paid weekly, send us your most recent 5 wage slips. If you are paid fortnightly, send us your most recent 3 wage slips. If you are paid monthly, send us your most recent 2 wage slips."
M-7,932,"Within each quarter of each year, you will find: Name in strict alphabetical order: surname, first name and initial (s) of middle name (s) Registration district GRO volume and page.","Per quarter of a year, you'll find: Name in alphabetical order: Surname, first name and initial(s) of middle name(s) Registration district GRO volume and page.","Within each quarter of the year, you will find: names listed strictly in alphabetical order (surname, first name, and initials of the middle name if any), registration district, General Register Office (GRO) volume, and page number."
M-7,933,An electricity sub- station occupies a small area of the site to the south and the land will be sold subject to the lease of this property.,There is an electrical sub-station at the site to the south. The land will be sold according to the agreement of this property.,An electricity sub-station covers a small part of the southern area of the site. The land will be sold while leasing this property.
